group,rel,size,category,summary,has_ip,ips_join,outdated_ips_join,outdated_count,secret_flag,keywords_join
dotclaude,dotclaude/.claude/file-history/d4d7ec14-61d9-48a1-95b8-ea6056af58f9/258958b77623092a@v5,12011,other,Other file,True,"192.168.1.100,192.168.1.155,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250","192.168.1.100,192.168.1.155",2,0,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/d4d7ec14-61d9-48a1-95b8-ea6056af58f9/258958b77623092a@v6,12721,other,Other file,True,"192.168.1.100,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250",192.168.1.100,1,0,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/d4d7ec14-61d9-48a1-95b8-ea6056af58f9/a871a050a6f9d481@v1,7545,other,Other file,True,"192.168.1.0,192.168.1.1,192.168.1.118,192.168.1.120,192.168.1.135,192.168.1.139,192.168.1.184,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250,192.168.1.76,192.168.3.113","192.168.1.118,192.168.1.120,192.168.1.135,192.168.1.139,192.168.1.184,192.168.1.76",6,0,"litellm,qdrant,prometheus,grafana,alertmanager,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/d4d7ec14-61d9-48a1-95b8-ea6056af58f9/a871a050a6f9d481@v2,9659,other,Other file,True,"0.0.0.0,192.168.1.0,192.168.1.1,192.168.1.118,192.168.1.120,192.168.1.135,192.168.1.139,192.168.1.184,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250,192.168.1.76,192.168.3.113","192.168.1.118,192.168.1.120,192.168.1.135,192.168.1.139,192.168.1.184,192.168.1.76",6,1,"litellm,qdrant,prometheus,grafana,alertmanager,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/d4d7ec14-61d9-48a1-95b8-ea6056af58f9/a871a050a6f9d481@v3,10406,other,Other file,True,"0.0.0.0,192.168.1.0,192.168.1.1,192.168.1.118,192.168.1.120,192.168.1.135,192.168.1.139,192.168.1.184,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250,192.168.1.76,192.168.3.113","192.168.1.118,192.168.1.120,192.168.1.135,192.168.1.139,192.168.1.184,192.168.1.76",6,1,"litellm,qdrant,prometheus,grafana,alertmanager,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/178e53d3145ee00b@v1,6166,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/1f1f29c7eabab462@v1,11835,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/30d76bdb807490e6@v1,6214,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/37521563a95a5328@v1,478,other,Other file,True,0.0.0.0,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/48e8fc7406952194@v1,133,other,Other file,False,,,0,0,redis
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/4932c74ecfc7a017@v1,19059,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/49790bae59644e46@v1,8775,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/4f28a62c9442fa47@v1,4782,other,Other file,False,,,0,0,tabbyapi
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/5325113d590351da@v1,35758,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/5325113d590351da@v2,35577,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/60563476350455c6@v1,718,other,Other file,True,"192.168.1.203,192.168.1.244",,0,1,"qdrant,comfyui,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/60563476350455c6@v2,744,other,Other file,True,"192.168.1.203,192.168.1.244",,0,1,"qdrant,comfyui,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/7581cd895657e294@v1,650,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/7875e93fba4b8f6e@v2,10073,other,Other file,False,,,0,0,"tabbyapi,comfyui,n8n,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/7d1f715c9d43608c@v1,4066,other,Other file,True,"192.168.1.203,192.168.1.244",,0,0,"comfyui,n8n,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/7e88160d35602126@v1,5369,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/805c8d80d92acb2f@v1,19732,other,Other file,False,,,0,0,qdrant
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/93914d713069f54c@v1,8776,other,Other file,True,"192.168.1.203,192.168.1.244,192.168.1.250",,0,0,"tabbyapi,comfyui,n8n,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/9d0cb25708edd0b6@v1,5216,other,Other file,True,192.168.1.244,,0,0,"qdrant,comfyui"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/a978c415816ab100@v1,18411,other,Other file,True,"192.168.1.203,192.168.1.244",,0,0,"comfyui,n8n,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/ac5f05c0a51f1f2b@v1,25622,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/b183b616677a406f@v1,101827,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/b4902f03a63fd141@v1,3572,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/c664f063bf81ed4a@v1,5929,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/cad8ef39ca8fa15d@v1,19912,other,Other file,True,"0.0.0.0,192.168.1.203,192.168.1.244",,0,1,"qdrant,comfyui,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/cad8ef39ca8fa15d@v2,20093,other,Other file,True,"0.0.0.0,192.168.1.203,192.168.1.244",,0,1,"qdrant,comfyui,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/dc74434f5ae8ae51@v1,36531,other,Other file,True,"192.168.1.244,192.168.1.250",,0,0,"hydra-mcp,litellm,letta,qdrant,prometheus,grafana,alertmanager,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/dd68ee145dd5339a@v1,15950,other,Other file,True,192.168.1.250,,0,1,"qdrant,prometheus,grafana,ollama,comfyui,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/dd68ee145dd5339a@v2,16048,other,Other file,True,192.168.1.250,,0,1,"qdrant,prometheus,grafana,ollama,comfyui,redis,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/ddfa57ce03ea023b@v1,6343,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/e5440654d6b1f859@v1,10132,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/e5440654d6b1f859@v2,11278,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/e5440654d6b1f859@v3,11623,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/e9595f91fe85210f@v1,8091,other,Other file,False,,,0,0,"tabbyapi,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/e9595f91fe85210f@v2,8589,other,Other file,False,,,0,0,"tabbyapi,postgres"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/ec7629c5a8d50464@v1,16995,other,Other file,True,"192.168.1.1,192.168.1.100,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250",192.168.1.100,1,0,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,comfyui,n8n,redis,postgres,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/ec7629c5a8d50464@v2,18990,other,Other file,True,"100.111.54.59,100.74.73.44,100.84.120.44,192.168.1.1,192.168.1.100,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250",192.168.1.100,1,1,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,comfyui,n8n,redis,postgres,tailscale,caddy,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/ec7629c5a8d50464@v3,19783,other,Other file,True,"100.111.54.59,100.74.73.44,100.84.120.44,192.168.1.1,192.168.1.100,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250",192.168.1.100,1,1,"litellm,letta,qdrant,prometheus,grafana,tabbyapi,ollama,comfyui,n8n,redis,postgres,tailscale,caddy,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/file-history/e2a178ef-b9de-4932-8391-175207961cc9/ee62b34df951c09d@v1,12112,other,Other file,True,192.168.1.203,,0,0,"comfyui,n8n,postgres"
dotclaude,dotclaude/.claude/file-history/ec672d03-5002-4c75-9eef-069d6dfd47e2/e0032c2209fec447@v2,624,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/history.jsonl,358258,log,JSONL: 317 lines,True,"0.0.0.0,127.0.0.1,192.168.1.0,192.168.1.1,192.168.1.100,192.168.1.203,192.168.1.224,192.168.1.244,192.168.1.250,255.255.255.0,3.0.0.827","192.168.1.100,192.168.1.224",2,1,"litellm,letta,qdrant,prometheus,grafana,alertmanager,dcgm,tabbyapi,ollama,comfyui,n8n,redis,postgres,open-webui,firecrawl,searxng,sillytavern,kokoro"
dotclaude,dotclaude/.claude/plugins/installed_plugins.json,35,config,"JSON: keys=version, plugins",False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-hydra/0c01615b-d9ef-48b0-8553-12a79ad35ed5.jsonl,330797,log,JSONL: 270 lines,True,"0.0.0.0,127.0.0.1,172.17.0.1,192.168.1.1,192.168.1.104,192.168.1.167,192.168.1.205,192.168.1.244,192.168.1.250,192.168.1.255,192.168.1.50","192.168.1.104,192.168.1.255",2,0,tabbyapi
dotclaude,dotclaude/.claude/projects/C--Users-shaun-hydra/agent-350a9c25.jsonl,1301,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-hydra/agent-628d3223.jsonl,1432,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-hydra/agent-86da64ef.jsonl,1248,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-hydra/agent-913de02b.jsonl,1328,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-hydra/f5cc6828-c3e0-4805-b284-f1fc62e96dc4.jsonl,1981982,log,JSONL: 1017 lines,True,"0.0.0.0,1.13.1.3,10.3.9.90,11.3.3.83,11.7.3.90,12.5.8.93,12.8.4.1,127.0.0.1,192.168.1.1,192.168.1.100,192.168.1.203,192.168.1.250,9.10.2.21",192.168.1.100,1,0,tabbyapi
dotclaude,dotclaude/.claude/projects/C--Users-shaun-projects-hydra/6f3336fa-380e-40c4-b745-9829540187df.jsonl,36759,log,JSONL: 11 lines,True,"192.168.1.100,192.168.1.203,192.168.1.216,192.168.1.244,192.168.1.250",192.168.1.100,1,0,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,comfyui,n8n,redis,postgres,searxng,sillytavern"
dotclaude,dotclaude/.claude/projects/C--Users-shaun-projects-hydra/agent-5869f68e.jsonl,1323,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-projects-hydra/agent-68a869ff.jsonl,1728,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--Users-shaun-projects-hydra/agent-d29c94a5.jsonl,1941,log,Claude transcript JSONL: 2 lines,False,,,0,0,"litellm,qdrant,prometheus,grafana,tabbyapi,redis,postgres"
dotclaude,dotclaude/.claude/projects/C--Users-shaun-projects-hydra/agent-f3b31629.jsonl,1506,log,Claude transcript JSONL: 2 lines,False,,,0,0,"litellm,qdrant,prometheus,grafana,n8n,redis,postgres"
dotclaude,dotclaude/.claude/projects/C--Users-shaun-projects-hydra/d4d7ec14-61d9-48a1-95b8-ea6056af58f9.jsonl,7651630,log,JSONL: 2365 lines,True,"0.0.0.0,192.168.1.203,192.168.1.244",,0,1,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,n8n,redis,postgres,open-webui,firecrawl,searxng"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/6dbca6d6-6253-4355-ad53-55268aa051c0.jsonl,694492,log,JSONL: 549 lines,True,"192.168.1.100,192.168.1.203,192.168.1.224,192.168.1.244","192.168.1.100,192.168.1.224",2,0,"hydra-mcp,n8n"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/a2c5b644-74c0-4077-a570-2b56add66180.jsonl,33944347,log,JSONL: 12955 lines,True,"0.0.0.0,10.10.10.1,127.0.0.1,192.168.1.1,192.168.1.167,192.168.1.203,192.168.1.205,192.168.1.224,192.168.1.244,192.168.1.250,192.168.1.255,192.168.1.50","192.168.1.224,192.168.1.255",2,0,"litellm,qdrant,prometheus,grafana,dcgm,tabbyapi,ollama,comfyui,n8n,redis,postgres,open-webui,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/a2c5b644-74c0-4077-a570-2b56add66180/session-memory/summary.md,75080,doc,"Markdown doc: Session Title | sections: Current State, Core Endpoints, Container Management (NEW in v2)",True,"0.0.0.0,172.17.0.1,192.168.1.1,192.168.1.167,192.168.1.203,192.168.1.205,192.168.1.224,192.168.1.244,192.168.1.250",192.168.1.224,1,1,"hydra-mcp,litellm,letta,qdrant,prometheus,grafana,alertmanager,dcgm,tabbyapi,ollama,comfyui,n8n,redis,postgres,tailscale,open-webui,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/a4b98057-f0d9-4f4b-93e1-714433dfc03a.jsonl,193066,log,JSONL: 105 lines,True,"0.0.0.0,192.168.1.203,192.168.1.244,192.168.1.250",,0,1,"litellm,qdrant,prometheus,grafana,tabbyapi,ollama,n8n,redis,postgres,open-webui,searxng"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/a9f9f818-f98c-4a6a-b888-56b7674ba833.jsonl,1494365,log,JSONL: 655 lines,True,"0.0.0.0,172.21.0.1,172.31.144.1,192.168.1.167,192.168.1.203,192.168.1.244,192.168.1.250,192.168.1.251",192.168.1.251,1,1,"litellm,tabbyapi,ollama,redis,tailscale"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-02162360.jsonl,1278,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-0267cb4b.jsonl,1812,log,Claude transcript JSONL: 3 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-2e2fb0c1.jsonl,1227,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-396825c9.jsonl,1565,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-4480c5a4.jsonl,1535,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-6eb49d44.jsonl,1764,log,Claude transcript JSONL: 3 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-7e1248cd.jsonl,1308,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-7e72452d.jsonl,374995,log,Claude transcript JSONL: 48 lines,True,"192.168.1.244,192.168.1.250,192.168.1.251",192.168.1.251,1,1,"hydra-mcp,litellm,letta,qdrant,prometheus,grafana,alertmanager,ollama,comfyui,n8n,open-webui"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-91c75350.jsonl,1393,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-9a795a41.jsonl,1242,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-a2e42ac.jsonl,1391,log,Claude transcript JSONL: 3 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-a923713.jsonl,415311,log,Claude transcript JSONL: 66 lines,False,,,0,0,"qdrant,tabbyapi,ollama,comfyui,n8n,redis,postgres,kokoro"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-abfb076.jsonl,1951,log,Claude transcript JSONL: 3 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-ad3d19f.jsonl,2232,log,Claude transcript JSONL: 3 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-ae853b7.jsonl,1617,log,Claude transcript JSONL: 3 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-d240794e.jsonl,1500,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-da234a60.jsonl,1392,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/agent-e1acb147.jsonl,1409,log,Claude transcript JSONL: 2 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/c1a38d9a-799c-4235-9380-4dc23f9d6e84.jsonl,6135616,log,JSONL: 3321 lines,True,"0.0.0.0,127.0.0.1,169.254.162.1,169.254.255.255,169.254.68.193,172.17.0.1,172.17.255.255,172.18.0.1,172.18.255.255,172.19.0.1,172.19.255.255,172.20.0.1,172.20.255.255,172.21.0.1,172.21.255.255,172.22.0.1,172.22.255.255,192.168.1.1,192.168.1.203,192.168.1.205,192.168.1.224,192.168.1.244,192.168.1.250,192.168.1.255,192.168.1.50,255.255.255.0","192.168.1.224,192.168.1.255",2,0,"litellm,qdrant,prometheus,grafana,dcgm,tabbyapi,ollama,comfyui,n8n,redis,postgres,open-webui,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/e2a178ef-b9de-4932-8391-175207961cc9.jsonl,12332295,log,JSONL: 5850 lines,True,"0.0.0.0,192.168.1.0,192.168.1.1,192.168.1.203,192.168.1.205,192.168.1.244,192.168.1.250,192.168.1.50",,0,0,"hydra-mcp,litellm,letta,qdrant,prometheus,grafana,alertmanager,tabbyapi,ollama,comfyui,n8n,redis,postgres,tailscale,open-webui,firecrawl,searxng,perplexica,sillytavern,kokoro"
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/e8019c34-e47f-4f89-865c-2cfdf8868b73.jsonl,0,log,JSONL: 1 lines,False,,,0,0,
dotclaude,dotclaude/.claude/projects/C--WINDOWS-system32/ec672d03-5002-4c75-9eef-069d6dfd47e2.jsonl,1180830,log,JSONL: 744 lines,True,"172.21.0.6,192.168.1.1,192.168.1.100,192.168.1.167,192.168.1.203,192.168.1.225,192.168.1.244,192.168.1.250,192.168.1.50","192.168.1.100,192.168.1.225",2,0,"hydra-mcp,litellm,qdrant,prometheus,tabbyapi,ollama,n8n,redis,postgres,open-webui,searxng"
dotclaude,dotclaude/.claude/settings.json,36,config,JSON: keys=alwaysThinkingEnabled,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765161676337-78m5ng.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765169406847-na9dgf.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765169570688-2hx9ai.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765175207486-6kpv5s.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765237663135-iwq6ll.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765238036152-pvusay.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765238038320-rxq9oj.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765239023396-tkusej.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765239026074-gaise5.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765240530806-nzslu9.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765241069046-vmgsvr.sh,314,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765248722664-hd4qi9.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765249645638-7bixon.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765326183846-5mverl.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765383952551-2s9okk.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765509277247-0qo2r2.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/shell-snapshots/snapshot-bash-1765595869607-918z9t.sh,342,code,SH script: Snapshot file Unset all aliases to avoid conflicts with functions Check for rg availability,False,,,0,0,
dotclaude,dotclaude/.claude/stats-cache.json,1728,config,"JSON: keys=version, lastComputedDate, dailyActivity, dailyModelTokens, modelUsage, totalSessions...",False,,,0,0,
dotclaude,dotclaude/.claude/statsig/statsig.cached.evaluations.5f01089e85,26213,other,Other file,True,67.4.75.132,,0,0,
dotclaude,dotclaude/.claude/statsig/statsig.last_modified_time.evaluations,55,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/statsig/statsig.session_id.2656274335,105,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/statsig/statsig.stable_id.2656274335,38,other,Other file,False,,,0,0,
dotclaude,dotclaude/.claude/todos/0825c743-dcdf-48ed-bcc9-714b98ecd66a-agent-0825c743-dcdf-48ed-bcc9-714b98ecd66a.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/0c01615b-d9ef-48b0-8553-12a79ad35ed5-agent-0c01615b-d9ef-48b0-8553-12a79ad35ed5.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/2260dc74-d9a8-46a9-a888-3bbabe95e5b6-agent-2260dc74-d9a8-46a9-a888-3bbabe95e5b6.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/4de5fd39-654b-445f-9ff6-2a7ac2a025ae-agent-4de5fd39-654b-445f-9ff6-2a7ac2a025ae.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/5218698c-ca65-4193-bf41-4aba9fbbad1b-agent-5218698c-ca65-4193-bf41-4aba9fbbad1b.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/6dbca6d6-6253-4355-ad53-55268aa051c0-agent-6dbca6d6-6253-4355-ad53-55268aa051c0.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/6f3336fa-380e-40c4-b745-9829540187df-agent-6f3336fa-380e-40c4-b745-9829540187df.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/89dc6918-b689-4c70-a679-f87a436cd996-agent-89dc6918-b689-4c70-a679-f87a436cd996.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/a2c5b644-74c0-4077-a570-2b56add66180-agent-a2c5b644-74c0-4077-a570-2b56add66180.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/a4b98057-f0d9-4f4b-93e1-714433dfc03a-agent-a4b98057-f0d9-4f4b-93e1-714433dfc03a.json,2,config,JSON array: len=0,False,,,0,0,
dotclaude,dotclaude/.claude/todos/a9f9f818-f98c-4a6a-b888-56b7674ba833-agent-a9f9f818-f98c-4a6a-b888-56b7674ba833.json,885,config,JSON array: len=6,False,,,0,0,"litellm,tabbyapi"
dotclaude,dotclaude/.claude/todos/c1a38d9a-799c-4235-9380-4dc23f9d6e84-agent-c1a38d9a-799c-4235-9380-4dc23f9d6e84.json,533,config,JSON array: len=4,True,192.168.1.69,192.168.1.69,1,0,litellm
